Country Name,Country Code,Series,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Eswatini,SWZ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,53.66596,..,..,..,..,..,..,..,..,..,65.22288,..,..,..,..,..,..,..,..,..,..,..,..,..,80.32875,..,..,..,..,..,..,..,..,..,82.44755,..,..,..,..,..,..,..,88.54269,..,..
Eswatini,SWZ,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,57.38439,..,..,..,..,..,..,..,..,..,69.68347,..,..,..,..,..,..,..,..,..,..,..,..,..,83.15462,..,..,..,..,..,..,..,..,..,83.90015,..,..,..,..,..,..,..,88.28758,..,..
Eswatini,SWZ,"Elderly illiterate population, 65+ years, both sexes (number)",UIS.LP.AG65,..,..,..,..,..,..,12497,..,..,..,..,..,..,..,..,..,14115,..,..,..,..,..,..,..,..,..,..,..,..,..,18335,..,..,..,..,..,..,..,..,..,21608,..,..,..,..,..,..,..,20108,..,..
Eswatini,SWZ,"Elderly illiterate population, 65+ years, female (number)",UIS.LP.AG65.F,..,..,..,..,..,..,7201,..,..,..,..,..,..,..,..,..,8264,..,..,..,..,..,..,..,..,..,..,..,..,..,11916,..,..,..,..,..,..,..,..,..,14997,..,..,..,..,..,..,..,13932,..,..
Eswatini,SWZ,"Elderly illiterate population, 65+ years, male (number)",UIS.LP.AG65.M,..,..,..,..,..,..,5296,..,..,..,..,..,..,..,..,..,5851,..,..,..,..,..,..,..,..,..,..,..,..,..,6419,..,..,..,..,..,..,..,..,..,6611,..,..,..,..,..,..,..,6176,..,..
Eswatini,SWZ,"Elderly literacy rate, population 65+ years, male (%)",UIS.LR.AG65.M,..,..,..,..,..,..,18.47531,..,..,..,..,..,..,..,..,..,28.22241,..,..,..,..,..,..,..,..,..,..,..,..,..,44.29547,..,..,..,..,..,..,..,..,..,52.86786,..,..,..,..,..,..,..,62.38422,..,..
Eswatini,SWZ,"Elderly literacy rate, population 65+ years, female (%)",UIS.LR.AG65.F,..,..,..,..,..,..,9.87352,..,..,..,..,..,..,..,..,..,16.36817,..,..,..,..,..,..,..,..,..,..,..,..,..,29.72017,..,..,..,..,..,..,..,..,..,40.07399,..,..,..,..,..,..,..,52.28589,..,..
Eswatini,SWZ,"Elderly literacy rate, population 65+ years, both sexes (%)",UIS.LR.AG65,..,..,..,..,..,..,13.56544,..,..,..,..,..,..,..,..,..,21.23702,..,..,..,..,..,..,..,..,..,..,..,..,..,36.67109,..,..,..,..,..,..,..,..,..,45.17886,..,..,..,..,..,..,..,55.91555,..,..
Eswatini,SWZ,"Population of compulsory school age, both sexes (number)",UIS.SAP.CE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,193133,192559,193628,196013,199164,202494,204656,206192,206702,206194,..
Eswatini,SWZ,Female primary school age children out-of-school (%),SE.LPV.PRIM.OOS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,Male primary school age children out-of-school (%),SE.LPV.PRIM.OOS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, both sexes (%)",UIS.ONTRACK.THREE.DOMAINS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, female (%)",UIS.ONTRACK.THREE.DOMAINS.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, male (%)",UIS.ONTRACK.THREE.DOMAINS.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, adjusted gender parity index (GPIA)",UIS.ONTRACK.THREE.DOMAINS.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, adjusted gender parity index (GPIA)",UIS.MATH.PRIMARY.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",UIS.MATH.PRIMARY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, female (%)",UIS.MATH.PRIMARY.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, male (%)",UIS.MATH.PRIMARY.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",UIS.READ.PRIMARY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, female (%)",UIS.READ.PRIMARY.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, male (%)",UIS.READ.PRIMARY.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, adjusted gender parity index (GPIA)",UIS.READ.PRIMARY.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics, adjusted gender parity index (GPIA)",UIS.MATH.LOWERSEC.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in reading, adjusted gender parity index (GPIA)",UIS.READ.LOWERSEC.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",UIS.MATH.LOWERSEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, female (%)",UIS.MATH.LOWERSEC.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, male (%)",UIS.MATH.LOWERSEC.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, urban areas, both sexes (%)",UIS.MATH.LOWERSEC.URBAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",UIS.READ.LOWERSEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, female (%)",UIS.READ.LOWERSEC.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, male (%)",UIS.READ.LOWERSEC.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,2.11235,2.30206,2.11203,2.33757,2.13795,..,..,..,..,..,..,2.35421,..,..,2.77462,2.75794,..,..,3.98311,3.70029,3.63245,..,..,..,5.49096,5.45113,5.4082,4.42207,4.49659,5.48576,5.56678,4.49855,4.60202,4.73792,..,..,..,..,..
Ethiopia,ETH,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,36.4732,42.38099,..,..,..,..,106.77922,109.3599,120.55363,119.61594,130.29903,154.72754,177.43575,180.95653,189.25652,202.69517,..,..,..,..,..,..,247.02657,..,..,212.64633,235.74696,..,..,306.73288,304.99257,298.99854,..,..,..,680.9411,832.9793,1065.82784,1196.91873,1458.57503,1642.09588,1778.7388,1948.35371,2192.78161,2634.86215,..,..,..,..,..
Ethiopia,ETH,"Youth literacy rate, population 15-24 years, female (%)",SE.ADT.1524.LT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.08017,..,..,..,..,..,..,..,..,..,38.5,33.29975,..,47.04113,..,..,..,..,..,..,..,..,..,71.97251,..,..,..
Ethiopia,ETH,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.5854,..,..,..,..,..,..,..,..,..,49.9,44.60597,..,54.98298,..,..,..,..,..,..,..,..,..,72.75482,..,..,..
Ethiopia,ETH,"Youth literacy rate, population 15-24 years, male (%)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.28867,..,..,..,..,..,..,..,..,..,62.2,55.88474,..,62.97093,..,..,..,..,..,..,..,..,..,73.52072,..,..,..
Ethiopia,ETH,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3664543,..,..,..,..,..,..,..,..,..,4407841,4908657,..,4139403,..,..,..,..,..,..,..,..,..,3192179,..,..,..
Ethiopia,ETH,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6802572,..,..,..,..,..,..,..,..,..,7116567,8157692,..,7043709,..,..,..,..,..,..,..,..,..,6272645,..,..,..
Ethiopia,ETH,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3138028,..,..,..,..,..,..,..,..,..,2708726,3249036,..,2904306,..,..,..,..,..,..,..,..,..,3080467,..,..,..
Ethiopia,ETH,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21458405,..,..,..,..,..,..,..,..,..,25313971,28684098,..,26593854,..,..,..,..,..,..,..,..,..,30147373,..,..,..
Ethiopia,ETH,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12158932,..,..,..,..,..,..,..,..,..,15533787,16993214,..,15687433,..,..,..,..,..,..,..,..,..,17513681,..,..,..
Ethiopia,ETH,"Adult illiterate population, 15+ years, male (number)",UIS.LP.AG15T99.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9299473,..,..,..,..,..,..,..,..,..,9780184,11690883,..,10906420,..,..,..,..,..,..,..,..,..,12633692,..,..,..
Ethiopia,ETH,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.01135,..,..,..,..,..,..,..,..,..,35.9,29.82034,..,38.99598,..,..,..,..,..,..,..,..,..,51.77118,..,..,..
Ethiopia,ETH,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.51498,..,..,..,..,..,..,..,..,..,22.8,17.9772,..,28.92164,..,..,..,..,..,..,..,..,..,44.42338,..,..,..
Ethiopia,ETH,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.98253,..,..,..,..,..,..,..,..,..,50,41.93662,..,49.13466,..,..,..,..,..,..,..,..,..,59.24146,..,..,..
Ethiopia,ETH,"Elderly illiterate population, 65+ years, both sexes (number)",UIS.LP.AG65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1538107,..,..,..,..,..,..,..,..,..,..,2201193,..,2241722,..,..,..,..,..,..,..,..,..,3146361,..,..,..
Ethiopia,ETH,"Elderly illiterate population, 65+ years, female (number)",UIS.LP.AG65.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,818681,..,..,..,..,..,..,..,..,..,..,1227922,..,1238554,..,..,..,..,..,..,..,..,..,1837509,..,..,..
Ethiopia,ETH,"Elderly illiterate population, 65+ years, male (number)",UIS.LP.AG65.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,719425,..,..,..,..,..,..,..,..,..,..,973271,..,1003167,..,..,..,..,..,..,..,..,..,1308852,..,..,..
Ethiopia,ETH,"Elderly literacy rate, population 65+ years, male (%)",UIS.LR.AG65.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.85975,..,..,..,..,..,..,..,..,..,..,14.641,..,18.47998,..,..,..,..,..,..,..,..,..,23.87353,..,..,..
Ethiopia,ETH,"Elderly literacy rate, population 65+ years, female (%)",UIS.LR.AG65.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.03578,..,..,..,..,..,..,..,..,..,..,0.71649,..,7.51371,..,..,..,..,..,..,..,..,..,7.74338,..,..,..
Ethiopia,ETH,"Elderly literacy rate, population 65+ years, both sexes (%)",UIS.LR.AG65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.67606,..,..,..,..,..,..,..,..,..,..,8.74862,..,13.62546,..,..,..,..,..,..,..,..,..,15.21636,..,..,..
Ethiopia,ETH,"Population of compulsory school age, both sexes (number)",UIS.SAP.CE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13140435,13478439,13825213,14193255,14575014,15055326,15622578,16247329,16895269,17533142,18153621,18732970,19258516,19723929,20130706,20484490,20792957,21070558,21327856,21584633,21855032,22148403,..
Ethiopia,ETH,Female primary school age children out-of-school (%),SE.LPV.PRIM.OOS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Primary school age children out-of-school (%),SE.LPV.PRIM.OOS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.9809722900391,..,..,..,..,..
Ethiopia,ETH,Male primary school age children out-of-school (%),SE.LPV.PRIM.OOS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, both sexes (%)",UIS.ONTRACK.THREE.DOMAINS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, female (%)",UIS.ONTRACK.THREE.DOMAINS.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, male (%)",UIS.ONTRACK.THREE.DOMAINS.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, adjusted gender parity index (GPIA)",UIS.ONTRACK.THREE.DOMAINS.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, adjusted gender parity index (GPIA)",UIS.MATH.PRIMARY.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",UIS.MATH.PRIMARY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, female (%)",UIS.MATH.PRIMARY.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, male (%)",UIS.MATH.PRIMARY.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)",UIS.READ.PRIMARY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, female (%)",UIS.READ.PRIMARY.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, male (%)",UIS.READ.PRIMARY.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, adjusted gender parity index (GPIA)",UIS.READ.PRIMARY.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics, adjusted gender parity index (GPIA)",UIS.MATH.LOWERSEC.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in reading, adjusted gender parity index (GPIA)",UIS.READ.LOWERSEC.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)",UIS.MATH.LOWERSEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, female (%)",UIS.MATH.LOWERSEC.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, male (%)",UIS.MATH.LOWERSEC.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, urban areas, both sexes (%)",UIS.MATH.LOWERSEC.URBAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, both sexes (%)",UIS.READ.LOWERSEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, female (%)",UIS.READ.LOWERSEC.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, male (%)",UIS.READ.LOWERSEC.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
